team,region,country,track,status,year,url
British_Columbia,North America,Canada,Manufacturing,Accepted,2016,https://2016.igem.org/Team:British_Columbia/Description
British_Columbia,North America,Canada,Environment,Accepted,2017,https://2017.igem.org/Team:British_Columbia/Description
British_Columbia,North America,Canada,Manufacturing,Accepted,2018,https://2018.igem.org/Team:British_Columbia/Description
British_Columbia,North America,Canada,Food & Nutrition,Accepted,2019,https://2019.igem.org/Team:British_Columbia/Description
BroadRun-Baltimore,North America,United States,High School,Accepted,2016,https://2016.igem.org/Team:BroadRun-Baltimore/Description
BroadRun-NorthernVA,North America,United States,High School,Accepted,2015,https://2015.igem.org/Team:BroadRun-NorthernVA/Description
BrockU,North America,Canada,New Application,Accepted,2018,https://2018.igem.org/Team:BrockU/Description
BrockU,North America,Canada,New Application,Accepted,2019,https://2019.igem.org/Team:BrockU/Description
Brown,North America,Usa,Environment,Accepted,2007,https://2007.igem.org/Team:Brown/Description
Brown,North America,United States,,Accepted,2008,https://2008.igem.org/Team:Brown/Description
Brown,North America,United States,Health/Medicine,Accepted,2009,https://2009.igem.org/Team:Brown/Description
Brown,North America,United States,Manufacturing,Accepted,2010,https://2010.igem.org/Team:Brown/Description
Brown,North America,,,Accepted,2006,https://2006.igem.org/Team:Brown/Description
Brown-Stanford,North America,United States,New Application,Accepted,2011,https://2011.igem.org/Team:Brown-Stanford/Description
BrownStanfordPrinctn,North America,United States,Manufacturing,Accepted,2019,https://2019.igem.org/Team:BrownStanfordPrinctn/Description
BrownTwo,North America,United States,,Accepted,2008,https://2008.igem.org/Team:BrownTwo/Description
BSC_United,Asia,China,High School,Accepted,2019,https://2019.igem.org/Team:BSC_United/Description
BU,North America,,,Accepted,2006,https://2006.igem.org/Team:BU/Description
BU,North America,,,Accepted,2004,https://2004.igem.org/Team:BU/Description
BUAP_Mexico,Latin America,Mexico,Environment,Accepted,2019,https://2019.igem.org/Team:BUAP_Mexico/Description
BUCT-China,Asia,China,Environment,Accepted,2014,https://2014.igem.org/Team:BUCT-China/Description
BUCT-China,Asia,China,Environment,Accepted,2018,https://2018.igem.org/Team:BUCT-China/Description
BUCT-China,Asia,China,Environment,Accepted,2019,https://2019.igem.org/Team:BUCT-China/Description
Buenos_Aires,Latin America,Argentina,Foundational Advance,Accepted,2012,https://2012.igem.org/Team:Buenos_Aires/Description
Buenos_Aires,Latin America,Argentina,Environment,Accepted,2013,https://2013.igem.org/Team:Buenos_Aires/Description
BUGSS_Baltimore,North America,United States,Community Labs,Accepted,2014,https://2014.igem.org/Team:BUGSS_Baltimore/Description
Bulgaria,Europe,Bulgaria,Food & Nutrition,Accepted,2016,https://2016.igem.org/Team:Bulgaria/Description
Bulgaria,Europe,Bulgaria,Manufacturing,Accepted,2017,https://2017.igem.org/Team:Bulgaria/Description
Bulgaria,Europe,Bulgaria,Diagnostics,Accepted,2018,https://2018.igem.org/Team:Bulgaria/Description
Bulgaria,Europe,Bulgaria,Therapeutics,Accepted,2019,https://2019.igem.org/Team:Bulgaria/Description
BU_Wellesley_Software,North America,United States,Software Tools,Accepted,2011,https://2011.igem.org/Team:BU_Wellesley_Software/Description
BVCAPS_Kansas,North America,United States,,Accepted,2012,https://2012.igem.org/Team:BVCAPS_Kansas/Description
BVCAPS_Research_KS,North America,United States,,Accepted,2012,https://2012.igem.org/Team:BVCAPS_Research_KS/Description
BV_CAPS_Kansas,North America,United States,Food & Energy(P),Accepted,2013,https://2013.igem.org/Team:BV_CAPS_Kansas/Description
BYUProvo,North America,United States,Health & Medicine,Accepted,2012,https://2012.igem.org/Team:BYUProvo/Description
BYU_Provo,North America,United States,Information Processing,Accepted,2011,https://2011.igem.org/Team:BYU_Provo/Description
BYU_Provo,North America,United States,Foundational Advance,Accepted,2013,https://2013.igem.org/Team:BYU_Provo/Description
BYU_Provo,North America,United States,Health & Medicine,Accepted,2014,https://2014.igem.org/Team:BYU_Provo/Description
Cadets2Vets,North America,United States,Environment,Accepted,2017,https://2017.igem.org/Team:Cadets2Vets/Description
Cairo_Egypt,Africa,Egypt,Health & Medicine,Accepted,2015,https://2015.igem.org/Team:Cairo_Egypt/Description
Calgary,North America,Canada,Foundational Research,Accepted,2007,https://2007.igem.org/Team:Calgary/Description
Calgary,North America,Canada,Foundational Advance,Accepted,2009,https://2009.igem.org/Team:Calgary/Description
Calgary,North America,Canada,Foundational Advance,Accepted,2010,https://2010.igem.org/Team:Calgary/Description
Calgary,North America,,,Accepted,2006,https://2006.igem.org/Team:Calgary/Description
Calgary,North America,Canada,Environment,Accepted,2012,https://2012.igem.org/Team:Calgary/Description
Calgary,North America,Canada,Environment,Accepted,2011,https://2011.igem.org/Team:Calgary/Description
Calgary,North America,Canada,Food & Energy,Accepted,2013,https://2013.igem.org/Team:Calgary/Description
Calgary,North America,Canada,Health & Medicine,Accepted,2014,https://2014.igem.org/Team:Calgary/Description
Calgary,North America,Canada,Manufacturing,Accepted,2017,https://2017.igem.org/Team:Calgary/Description
Calgary,North America,Canada,Foundational Advance,Accepted,2018,https://2018.igem.org/Team:Calgary/Description
Calgary,North America,Canada,Food & Nutrition,Accepted,2019,https://2019.igem.org/Team:Calgary/Description
Calgary_Entrepreneurial,North America,Canada,Entrepreneurship,Accepted,2013,https://2013.igem.org/Team:Calgary_Entrepreneurial/Description
Calgary_Ethics,North America,Canada,,Accepted,2008,https://2008.igem.org/Team:Calgary_Ethics/Description
Calgary_Software,North America,Canada,,Accepted,2008,https://2008.igem.org/Team:Calgary_Software/Description
Calgary_Wetware,North America,Canada,,Accepted,2008,https://2008.igem.org/Team:Calgary_Wetware/Description
Caltech,North America,United States,Foundational Research,Accepted,2007,https://2007.igem.org/Team:Caltech/Description
Caltech,North America,United States,,Accepted,2008,https://2008.igem.org/Team:Caltech/Description
Caltech,North America,United States,Manufacturing,Accepted,2010,https://2010.igem.org/Team:Caltech/Description
Caltech,North America,,,Accepted,2006,https://2006.igem.org/Team:Caltech/Description
Caltech,North America,,,Accepted,2005,https://2005.igem.org/Team:Caltech/Description
Caltech,North America,,,Accepted,2004,https://2004.igem.org/Team:Caltech/Description
Caltech,North America,United States,Environment,Accepted,2011,https://2011.igem.org/Team:Caltech/Description
Caltech,North America,United States,Food & Energy,Accepted,2012,https://2012.igem.org/Team:Caltech/Description
Caltech,North America,United States,Foundational Advance,Accepted,2014,https://2014.igem.org/Team:Caltech/Description
Cambridge,Europe,Uk,Foundational Research,Accepted,2007,https://2007.igem.org/Team:Cambridge/Description
Cambridge,Europe,United Kingdom,,Accepted,2008,https://2008.igem.org/Team:Cambridge/Description
Cambridge,Europe,United Kingdom,Environment,Accepted,2009,https://2009.igem.org/Team:Cambridge/Description
Cambridge,Europe,United Kingdom,New Application,Accepted,2010,https://2010.igem.org/Team:Cambridge/Description
Cambridge,Europe,,,Accepted,2006,https://2006.igem.org/Team:Cambridge/Description
Cambridge,Europe,,,Accepted,2005,https://2005.igem.org/Team:Cambridge/Description
Cambridge,Europe,United Kingdom,Foundational Advance,Accepted,2011,https://2011.igem.org/Team:Cambridge/Description
Cambridge,Europe,United Kingdom,Foundational Advance,Accepted,2012,https://2012.igem.org/Team:Cambridge/Description
Cambridge-JIC,Europe,United Kingdom,New Application,Accepted,2014,https://2014.igem.org/Team:Cambridge-JIC/Description
Cambridge-JIC,Europe,United Kingdom,Hardware,Accepted,2015,https://2015.igem.org/Team:Cambridge-JIC/Description
Cambridge-JIC,Europe,United Kingdom,Foundational Advance,Accepted,2016,https://2016.igem.org/Team:Cambridge-JIC/Description
Canterbury_Chch_NZ,Asia,New Zealand,Food & Nutrition,Accepted,2019,https://2019.igem.org/Team:Canterbury_Chch_NZ/Description
CAPS_Kansas,North America,United States,Food & Energy(P),Accepted,2014,https://2014.igem.org/Team:CAPS_Kansas/Description
CAPS_Kansas,North America,United States,High School,Accepted,2016,https://2016.igem.org/Team:CAPS_Kansas/Description
CAPS_Kansas,North America,United States,High School,Accepted,2017,https://2017.igem.org/Team:CAPS_Kansas/Description
Cardiff_Wales,Europe,United Kingdom,Diagnostics,Accepted,2016,https://2016.igem.org/Team:Cardiff_Wales/Description
Cardiff_Wales,Europe,United Kingdom,Therapeutics,Accepted,2017,https://2017.igem.org/Team:Cardiff_Wales/Description
Cardiff_Wales,Europe,United Kingdom,Environment,Accepted,2018,https://2018.igem.org/Team:Cardiff_Wales/Description
Carnegie_Mellon,North America,United States,Foundational Advance,Accepted,2012,https://2012.igem.org/Team:Carnegie_Mellon/Description
Carnegie_Mellon,North America,United States,Health & Medicine,Accepted,2013,https://2013.igem.org/Team:Carnegie_Mellon/Description
Carnegie_Mellon,North America,United States,Environment,Accepted,2014,https://2014.igem.org/Team:Carnegie_Mellon/Description
Carnegie_Mellon,North America,United States,Measurement,Accepted,2015,https://2015.igem.org/Team:Carnegie_Mellon/Description
CAU_China,Asia,China,Food & Energy,Accepted,2013,https://2013.igem.org/Team:CAU_China/Description
CAU_China,Asia,China,New Application,Accepted,2014,https://2014.igem.org/Team:CAU_China/Description
CAU_China,Asia,China,Foundational Advance,Accepted,2015,https://2015.igem.org/Team:CAU_China/Description
CAU_China,Asia,China,Environment,Accepted,2019,https://2019.igem.org/Team:CAU_China/Description
CBNU-Korea,Asia,"Korea, Republic Of",Software Tools,Accepted,2009,https://2009.igem.org/Team:CBNU-Korea/Description
CBNU-Korea,Asia,"Korea, Republic Of",Foundational Advance,Accepted,2010,https://2010.igem.org/Team:CBNU-Korea/Description
CBNU-Korea,Asia,"Korea, Republic Of",Software Tools,Accepted,2011,https://2011.igem.org/Team:CBNU-Korea/Description
CBNU-Korea,Asia,"Korea, Republic Of",Software Tools,Accepted,2012,https://2012.igem.org/Team:CBNU-Korea/Description
CCA-San_Diego,North America,United States,High School,Accepted,2018,https://2018.igem.org/Team:CCA-San_Diego/Description
CCA_SanDiego,North America,United States,High School,Accepted,2015,https://2015.igem.org/Team:CCA_SanDiego/Description
CCA_SanDiego,North America,United States,High School,Accepted,2016,https://2016.igem.org/Team:CCA_SanDiego/Description
CCA_San_Diego,North America,United States,High School,Accepted,2017,https://2017.igem.org/Team:CCA_San_Diego/Description
CCA_San_Diego,North America,United States,High School,Accepted,2019,https://2019.igem.org/Team:CCA_San_Diego/Description
CCU_Taiwan,Asia,Taiwan,New Application,Accepted,2017,https://2017.igem.org/Team:CCU_Taiwan/Description
CCU_Taiwan,Asia,Taiwan,New Application,Accepted,2018,https://2018.igem.org/Team:CCU_Taiwan/Description
CCU_Taiwan,Asia,Taiwan,Diagnostics,Accepted,2019,https://2019.igem.org/Team:CCU_Taiwan/Description
CD-SCU-CHINA,Asia,China,Environment,Accepted,2012,https://2012.igem.org/Team:CD-SCU-CHINA/Description
CDHSU-CHINA,Asia,China,High School,Accepted,2018,https://2018.igem.org/Team:CDHSU-CHINA/Description
Central_Calgary,North America,Canada,High School,Accepted,2015,https://2015.igem.org/Team:Central_Calgary/Description
CGU_Taiwan,Asia,Taiwan,Health & Medicine,Accepted,2015,https://2015.igem.org/Team:CGU_Taiwan/Description
CGU_Taiwan,Asia,Taiwan,Therapeutics,Accepted,2016,https://2016.igem.org/Team:CGU_Taiwan/Description
CGU_Taiwan,Asia,Taiwan,Environment,Accepted,2017,https://2017.igem.org/Team:CGU_Taiwan/Description
Chalmers-Gothenburg,Europe,Sweden,New Application,Accepted,2012,https://2012.igem.org/Team:Chalmers-Gothenburg/Description
Chalmers-Gothenburg,Europe,Sweden,New Application,Accepted,2015,https://2015.igem.org/Team:Chalmers-Gothenburg/Description
Chalmers-Gothenburg,Europe,Sweden,Diagnostics,Accepted,2017,https://2017.igem.org/Team:Chalmers-Gothenburg/Description
Chalmers-Gothenburg,Europe,Sweden,Therapeutics,Accepted,2018,https://2018.igem.org/Team:Chalmers-Gothenburg/Description
Chalmers-Gothenburg,Europe,Sweden,Environment,Accepted,2019,https://2019.igem.org/Team:Chalmers-Gothenburg/Description
Chalmers_Gothenburg,Europe,Sweden,Environment,Accepted,2016,https://2016.igem.org/Team:Chalmers_Gothenburg/Description
Charlottesville_RS,North America,United States,Environment(P),Accepted,2014,https://2014.igem.org/Team:Charlottesville_RS/Description
Chiba,Asia,Japn,Foundational Research,Accepted,2007,https://2007.igem.org/Team:Chiba/Description
Chiba,Asia,Japan,,Accepted,2008,https://2008.igem.org/Team:Chiba/Description
Chiba,Asia,Japan,Manufacturing,Accepted,2009,https://2009.igem.org/Team:Chiba/Description
Chiba,Asia,Japan,New Application,Accepted,2010,https://2010.igem.org/Team:Chiba/Description
Chiba,Asia,,,Accepted,2006,https://2006.igem.org/Team:Chiba/Description
Chiba,Asia,Japan,New Application,Accepted,2013,https://2013.igem.org/Team:Chiba/Description
CHINA_CD_UESTC,Asia,China,Energy,Accepted,2015,https://2015.igem.org/Team:CHINA_CD_UESTC/Description
China_Tongji,Asia,China,New Application,Accepted,2015,https://2015.igem.org/Team:China_Tongji/Description
CIDEB-UANL_Mexico,Latin America,Mexico,,Accepted,2012,https://2012.igem.org/Team:CIDEB-UANL_Mexico/Description
CIDEB-UANL_Mexico,Latin America,United States,Environment(P),Accepted,2013,https://2013.igem.org/Team:CIDEB-UANL_Mexico/Description
CIDEB-UANL_Mexico,Latin America,Mexico,Environment(P),Accepted,2014,https://2014.igem.org/Team:CIDEB-UANL_Mexico/Description
CIEI-BJ,Asia,China,High School,Accepted,2016,https://2016.igem.org/Team:CIEI-BJ/Description
CIEI-BJ,Asia,China,High School,Accepted,2017,https://2017.igem.org/Team:CIEI-BJ/Description
CIEI-BJ,Asia,China,High School,Accepted,2018,https://2018.igem.org/Team:CIEI-BJ/Description
CIEI-China,Asia,China,High School,Accepted,2017,https://2017.igem.org/Team:CIEI-China/Description
Ciencias-UNAM,Latin America,Mexico,Environment,Accepted,2012,https://2012.igem.org/Team:Ciencias-UNAM/Description
Ciencias-UNAM,Latin America,Mexico,Health & Medicine,Accepted,2013,https://2013.igem.org/Team:Ciencias-UNAM/Description
CINVESTAV-IPN-UNAM_MX,Latin America,Mexico,Foundational Advance,Accepted,2012,https://2012.igem.org/Team:CINVESTAV-IPN-UNAM_MX/Description
CityColSanFrancisco,North America,United States,Food/Energy,Accepted,2009,https://2009.igem.org/Team:CityColSanFrancisco/Description
CityU_HK,Asia,Hong Kong,Health & Medicine,Accepted,2014,https://2014.igem.org/Team:CityU_HK/Description
CityU_HK,Asia,Hong Kong,Health & Medicine,Accepted,2015,https://2015.igem.org/Team:CityU_HK/Description
Claremont,North America,United States,Environment,Accepted,2018,https://2018.igem.org/Team:Claremont/Description
Clemson,North America,United States,Environment,Accepted,2012,https://2012.igem.org/Team:Clemson/Description
Clemson,North America,United States,Environment,Accepted,2013,https://2013.igem.org/Team:Clemson/Description
CLSB-UK,Europe,United Kingdom,High School,Accepted,2016,https://2016.igem.org/Team:CLSB-UK/Description
CLSB-UK,Europe,United Kingdom,High School,Accepted,2017,https://2017.igem.org/Team:CLSB-UK/Description
CMUQ,Asia,Qatar,Environment,Accepted,2017,https://2017.igem.org/Team:CMUQ/Description
CMUQ,Asia,Qatar,Diagnostics,Accepted,2018,https://2018.igem.org/Team:CMUQ/Description
CMUQ,Asia,Qatar,Diagnostics,Accepted,2019,https://2019.igem.org/Team:CMUQ/Description
CoBRA,North America,Canada,Environment(P),Accepted,2014,https://2014.igem.org/Team:CoBRA/Description
ColdSpringHarbor,North America,,,Accepted,2006,https://2006.igem.org/Team:ColdSpringHarbor/Description
ColegioFDR_Peru,Latin America,Peru,High School,Accepted,2016,https://2016.igem.org/Team:ColegioFDR_Peru/Description
ColegioFDR_Peru,Latin America,Peru,High School,Accepted,2017,https://2017.igem.org/Team:ColegioFDR_Peru/Description
ColegioFDR_Peru,Latin America,Peru,High School,Accepted,2018,https://2018.igem.org/Team:ColegioFDR_Peru/Description
Colegio_EmelinaU,Latin America,Chile,High School,Accepted,2015,https://2015.igem.org/Team:Colegio_EmelinaU/Description
Cologne-Duesseldorf,Europe,Germany,Foundational Advance,Accepted,2017,https://2017.igem.org/Team:Cologne-Duesseldorf/Description
Colombia,Latin America,Colombia,,Accepted,2008,https://2008.igem.org/Team:Colombia/Description
Colombia,Latin America,Colombia,Environment,Accepted,2011,https://2011.igem.org/Team:Colombia/Description
